2	0
2.0625	0
2.125	0
2.1875	0
2.25	0
2.3125	0
2.375	0
2.4375	0
2.5	0
2.5625	0
2.625	0
2.6875	0
2.75	0
2.8125	0
2.875	0
2.9375	0
3	0
3.0625	0
3.125	0
3.1875	0
3.25	0
3.3125	0
3.375	0
3.4375	0
3.5	0
3.5625	0
3.625	0
3.6875	0
3.75	0
3.8125	0
3.875	0
3.9375	0
4	0
4.0625	0
4.125	0
4.1875	0
4.25	0
4.3125	0
4.375	0
4.4375	0
4.5	0
4.5625	0
4.625	0
4.6875	0
4.75	0
4.8125	0
4.875	0
4.9375	0
5	0
5.0625	0
5.125	0
5.1875	0
5.25	0
5.3125	0
5.375	0
5.4375	0
5.5	0
5.5625	0
5.625	0
5.6875	0
5.75	0
5.8125	0
5.875	0
5.9375	0
6	0
6.0625	0
6.125	0
6.1875	0
6.25	0
6.3125	0
6.375	0
6.4375	0
6.5	0
6.5625	0
6.625	0
6.6875	0
6.75	0
6.8125	0
6.875	0
6.9375	0
7	0
7.0625	0
7.125	0
7.1875	0
7.25	0
7.3125	0
7.375	0
7.4375	0
7.5	0
7.5625	0
7.625	0
7.6875	0
7.75	0
7.8125	0
7.875	0
7.9375	0
8	0
8.0625	0
8.125	0
8.1875	0
8.25	0
8.3125	0
8.375	0
8.4375	0
8.5	0
8.5625	0
8.625	0
8.6875	0
8.75	0
8.8125	0
8.875	0
8.9375	0
9	0
9.0625	0
9.125	0
9.1875	0
9.25	0
9.3125	0
9.375	0
9.4375	0
9.5	0
9.5625	0
9.625	0
9.6875	0
9.75	0
9.8125	0
9.875	0
9.9375	0
10	0
10.063	0
10.125	0
10.188	0
10.25	0
10.313	0
10.375	0
10.438	0
10.5	0
10.563	0
10.625	0
10.688	0
10.75	0
10.813	0
10.875	0
10.938	0
11	0
11.063	0.25
11.125	0.5
11.188	0.75
11.25	1
11.313	1.25
11.375	1.5
11.438	1.75
11.5	2
11.563	2.25
11.625	2.5
11.688	2.75
11.75	3
11.813	3.25
11.875	3.5
11.938	3.75
12	4
12.063	4.1875
12.125	4.375
12.188	4.5625
12.25	4.75
12.313	4.9375
12.375	5.125
12.438	5.3125
12.5	5.5
12.563	5.6875
12.625	5.875
12.688	6.0625
12.75	6.25
12.813	6.4375
12.875	6.625
12.938	6.8125
13	7
13.063	7.25
13.125	7.5
13.188	7.75
13.25	8
13.313	8.25
13.375	8.5
13.438	8.75
13.5	9
13.563	9.25
13.625	9.5
13.688	9.75
13.75	10
13.813	10.25
13.875	10.5
13.938	10.75
14	11
14.063	11.25
14.125	11.5
14.188	11.75
14.25	12
